ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.1002,2.6237,9.6447,-1.1953,2.7854,9.3299,0.1272,0.0436,0.6491,0.0394,-0.2173,0.0088,0.0,-1.15,26.55,-36.35,8.79,-16.5,7.3,3.1,958.14,57.545,43.50113,-96.73107,1390.65,1517.6197385272546,,58.5,29.032257,357.7,20 / 21,828007,2018-06-18 23:14:36:155
-1.0236,2.5693,9.5356,-1.0688,2.7047,9.3689,0.0452,-0.1355,0.1668,-0.0021,-0.1196,0.0088,0.0,-1.45,28.7,-34.6,9.54,-16.24,6.82,3.1,958.17,58.608,43.50128,-96.73109,1390.0,1517.6197385272546,,61.2,32.258064,357.4,20 / 21,828506,2018-06-18 23:14:36:654
-1.1337,2.4488,9.6175,-1.065,2.6291,9.3909,-0.0687,-0.1804,0.2266,-0.0815,-0.0208,0.0123,0.0,-1.9,35.25,-36.35,7.96,-15.55,6.47,3.1,958.32,59.616,43.50128,-96.73109,1390.0,1517.6197385272546,,61.2,32.258064,357.4,20 / 21,829006,2018-06-18 23:14:37:154
-0.8374,2.5772,9.5239,-0.962,2.5455,9.425,0.1247,0.0317,0.0989,0.1774,-0.0226,0.0019,0.0,-2.7,32.45,-38.65,9.53,-15.08,5.72,3.1,958.28,62.045,43.50144,-96.731094,1389.35,1517.6197385272546,,62.1,32.258064,358.2,20 / 21,829507,2018-06-18 23:14:37:655
-0.9562,2.5044,9.7028,-0.992,2.5535,9.4196,0.0358,-0.0491,0.2832,0.0173,-0.0887,0.0043,0.0,-4.75,30.5,-38.45,12.73,-15.09,6.01,3.1,958.3,58.389,43.50144,-96.731094,1389.35,1517.6197385272546,,62.1,32.258064,358.2,20 / 21,830008,2018-06-18 23:14:38:156
-0.9772,2.4042,9.5085,-0.9342,2.5495,9.4266,-0.043,-0.1453,0.0819,0.0192,-0.0605,0.008,0.0,-4.5,30.85,-37.5,11.02,-15.19,5.74,3.1,958.5,57.914,43.501595,-96.7311,1390.97,1517.6197385272546,,63.0,32.258064,358.5,20 / 21,830507,2018-06-18 23:14:38:655
-0.9927,2.3851,9.4614,-0.9418,2.5275,9.4317,-0.0509,-0.1424,0.0296,-0.0205,-0.0173,0.0117,0.0,-4.55,30.55,-36.1,12.35,-14.93,5.7,3.1,958.52,57.331,43.501595,-96.7311,1390.97,1517.6197385272546,,63.0,32.258064,358.5,20 / 21,831007,2018-06-18 23:14:39:155
-1.1463,2.3775,9.8061,-1.0306,2.4371,9.4463,-0.1157,-0.0596,0.3599,-0.0413,0.1867,0.0021,0.0,-5.55,31.9,-36.4,13.56,-14.54,5.79,3.1,958.59,57.159,43.50176,-96.7311,1390.65,1517.6197385272546,,63.9,32.258064,358.9,20 / 21,831507,2018-06-18 23:14:39:655
-1.1755,2.3932,10.0044,-1.0553,2.3712,9.4603,-0.1202,0.022,0.5441,0.0125,0.155,0.0152,0.0,-3.2,30.0,-36.55,10.4,-14.0,6.18,3.1,958.54,60.508,43.50176,-96.7311,1390.65,1517.6197385272546,,63.9,32.258064,358.9,20 / 21,832009,2018-06-18 23:14:40:157
-1.0737,2.3624,9.0969,-1.0625,2.3555,9.4635,-0.0112,0.0069,-0.3666,-0.1332,-0.0743,0.0184,0.0,-2.55,29.6,-35.7,10.53,-13.89,6.41,3.1,958.67,59.12,43.501923,-96.7311,1390.65,1517.6197385272546,,65.7,32.258064,359.2,20 / 21,832507,2018-06-18 23:14:40:655
-1.1101,2.3601,9.6935,-1.0695,2.3004,9.4762,-0.0406,0.0597,0.2173,-0.0067,-0.1348,0.0067,0.0,-4.25,31.25,-35.85,11.74,-13.66,6.41,3.1,958.83,60.643,43.501923,-96.7311,1390.65,1517.6197385272546,,65.7,32.258064,359.2,20 / 21,833007,2018-06-18 23:14:41:155
-1.0969,2.4681,9.8122,-1.0733,2.3431,9.4653,-0.0237,0.125,0.347,0.0077,-0.0202,0.0181,0.0,-4.25,31.35,-36.8,11.86,-13.82,6.47,3.1,958.82,61.068,43.50208,-96.73111,1390.0,1517.6197385272546,,66.6,32.258064,358.9,20 / 21,833507,2018-06-18 23:14:41:655
-1.1349,2.4344,9.723,-1.0122,2.2817,9.487,-0.1227,0.1527,0.2361,-0.0402,0.0708,0.0083,0.0,-2.9,31.7,-37.5,9.83,-13.4,6.01,3.1,958.94,57.558,43.50208,-96.73111,1390.0,1517.6197385272546,,66.6,32.258064,358.9,20 / 21,834008,2018-06-18 23:14:42:156
-1.0312,2.1771,9.4497,-0.9888,2.3735,9.4669,-0.0424,-0.1964,-0.0172,0.0471,-0.0719,0.0157,0.0,-2.25,33.7,-34.8,7.74,-14.0,5.96,3.1,958.97,59.094,43.502247,-96.73112,1395.48,1517.6197385272546,,67.5,32.258064,358.9,19 / 20,834507,2018-06-18 23:14:42:655
-1.1728,2.5495,10.2502,-1.0492,2.335,9.4701,-0.1236,0.2145,0.7802,-0.0035,0.0352,0.0099,0.0,-4.7,33.4,-33.55,12.17,-13.5,6.11,3.1,959.11,63.168,43.502247,-96.73112,1395.48,1517.6197385272546,,67.5,32.258064,358.9,19 / 20,835007,2018-06-18 23:14:43:155
-1.1713,2.282,9.522,-1.0751,2.3266,9.4692,-0.0962,-0.0446,0.0528,0.0458,-0.0115,0.0162,0.0,-4.15,32.85,-36.75,11.27,-13.82,6.43,3.1,959.11,65.068,43.502415,-96.731125,1393.55,1517.6197385272546,,68.4,32.258064,358.9,17 / 19,835507,2018-06-18 23:14:43:655
-0.8451,2.4528,10.0764,-1.0567,2.3648,9.4618,0.2115,0.088,0.6146,0.0956,0.2495,-0.016,0.0,-3.75,31.8,-37.4,11.47,-13.95,6.37,3.1,959.13,60.393,43.502415,-96.731125,1393.55,1517.6197385272546,,68.4,32.258064,358.9,17 / 19,836007,2018-06-18 23:14:44:155
-0.7324,2.2648,8.9939,-0.9908,2.422,9.4545,0.2584,-0.1572,-0.4606,-0.0365,0.118,-0.0043,0.0,-3.2,32.15,-37.6,9.98,-14.35,6.2,3.1,959.25,60.135,43.50259,-96.731125,1394.19,1517.6197385272546,,69.3,32.258064,359.2,19 / 20,836507,2018-06-18 23:14:44:655
-1.0367,2.4357,10.4088,-1.0046,2.3964,9.4596,-0.0322,0.0394,0.9492,-0.0407,0.3457,-0.0293,0.0,-3.6,32.15,-36.7,11.17,-14.14,6.06,3.1,959.37,62.323,43.50259,-96.731125,1394.19,1517.6197385272546,,69.3,32.258064,359.2,19 / 20,837008,2018-06-18 23:14:45:156
-1.1237,2.3031,9.9577,-1.032,2.3781,9.4612,-0.0918,-0.075,0.4965,0.081,0.1678,-0.0035,0.0,-3.6,32.05,-36.3,11.1,-13.93,6.04,3.1,959.4,63.021,43.50277,-96.73113,1393.55,1517.6197385272546,,70.2,32.258064,359.0,19 / 20,837507,2018-06-18 23:14:45:655
-0.9617,2.204,9.5513,-0.9764,2.3684,9.4695,0.0147,-0.1644,0.0819,0.0258,0.0093,0.0101,0.0,-2.8,31.5,-37.25,9.65,-13.97,5.89,3.1,959.36,58.399,43.50277,-96.73113,1393.55,1517.6197385272546,,70.2,32.258064,359.0,19 / 20,838008,2018-06-18 23:14:46:156
-0.9456,2.1346,9.7296,-0.9944,2.27,9.4918,0.0488,-0.1355,0.2379,-0.0112,0.033,0.0077,0.0,-3.35,31.35,-36.95,10.03,-13.41,5.96,3.1,959.42,59.491,43.502934,-96.73113,1390.97,1517.6197385272546,,68.4,32.258064,358.8,19 / 20,838506,2018-06-18 23:14:46:654
-0.9499,1.9671,9.3684,-0.9354,2.2016,9.5138,-0.0145,-0.2346,-0.1453,-0.021,0.1214,0.0029,0.0,-3.05,31.45,-37.55,9.86,-13.14,5.66,3.1,959.59,58.63,43.502934,-96.73113,1390.97,1517.6197385272546,,68.4,32.258064,358.8,19 / 20,839007,2018-06-18 23:14:47:155
-0.6482,2.2462,9.4493,-0.8483,2.1916,9.5242,0.2001,0.0546,-0.075,0.0703,0.1129,-0.0024,0.0,-2.65,30.65,-37.45,9.28,-12.91,5.09,3.1,959.59,59.695,43.503105,-96.73115,1389.35,1517.6197385272546,,67.5,29.032257,358.7,19 / 20,839506,2018-06-18 23:14:47:654
-0.9155,2.2263,9.2291,-0.8095,2.2091,9.5236,-0.106,0.0172,-0.2946,-0.0447,-0.0029,0.0083,0.0,-2.65,30.5,-37.45,9.09,-13.05,4.91,3.1,959.59,58.826,43.503105,-96.73115,1389.35,1517.6197385272546,,67.5,29.032257,358.7,19 / 20,840008,2018-06-18 23:14:48:156
-1.0459,2.3419,10.1157,-0.8892,2.1982,9.519,-0.1567,0.1437,0.5967,0.0112,-0.2029,0.021,0.0,-2.95,30.85,-36.6,9.5,-12.95,5.34,3.1,959.62,58.957,43.503273,-96.73115,1388.39,1517.6197385272546,,66.6,32.258064,359.3,19 / 20,840506,2018-06-18 23:14:48:654
-1.0183,2.0792,9.5898,-0.9429,2.1859,9.5166,-0.0754,-0.1067,0.0732,0.0027,-0.0091,0.0144,0.0,-3.35,31.0,-37.45,9.87,-12.99,5.73,3.1,959.79,63.04,43.503273,-96.73115,1388.39,1459.037402480204,,66.6,32.258064,359.3,19 / 20,841007,2018-06-18 23:14:49:155
-0.8588,2.2052,9.6349,-0.905,2.1947,9.5183,0.0463,0.0105,0.1166,0.0722,0.192,3.0E-4,0.0,-3.45,32.45,-37.5,9.36,-12.93,5.43,3.1,959.79,58.255,43.503437,-96.73115,1386.45,1459.037402480204,,66.6,29.032257,359.5,19 / 20,841507,2018-06-18 23:14:49:655
-0.6507,2.4036,9.6621,-0.8567,2.2667,9.506,0.016,0.1513,0.2037,-0.0589,0.1555,-0.0101,0.0,-3.7,32.25,-37.55,10.53,-13.29,5.14,3.1,959.82,59.302,43.503437,-96.73115,1386.45,1459.037402480204,,66.6,29.032257,359.5,19 / 20,842007,2018-06-18 23:14:50:155
-0.9251,2.3058,9.6593,-0.8407,2.2587,9.5093,-0.2507,0.1235,0.2349,0.0703,0.0429,0.0059,0.0,-3.55,32.45,-38.05,10.41,-13.22,5.01,3.1,959.88,59.458,43.5036,-96.731155,1386.77,1459.037402480204,,66.6,29.032257,358.8,19 / 20,842507,2018-06-18 23:14:50:655
-0.9246,2.0404,9.3097,-0.8356,2.2217,9.5184,-0.0777,0.0193,0.2947,-0.0205,-0.033,0.0101,0.0,-4.0,32.55,-37.45,10.13,-13.09,5.02,3.1,959.93,58.807,43.5036,-96.731155,1386.77,1459.037402480204,,66.6,29.032257,358.8,19 / 20,843007,2018-06-18 23:14:51:155
-1.0957,2.1982,10.1164,-0.883,2.1548,9.5295,-0.1584,-0.2218,-0.1257,-0.0727,-0.3057,0.041,0.0,-4.15,32.4,-37.3,10.8,-12.92,5.46,3.1,960.14,63.138,43.503777,-96.731155,1386.77,1459.037402480204,,67.5,32.258064,359.5,19 / 20,843506,2018-06-18 23:14:51:654
-0.9667,2.1488,9.8257,-0.8908,2.2111,9.5159,-0.1235,0.1983,0.7136,-0.0333,0.065,0.0144,0.0,-4.3,32.4,-37.75,10.75,-13.03,5.35,3.1,960.17,64.14,43.503777,-96.731155,1386.77,1459.037402480204,,67.5,32.258064,359.5,19 / 20,844007,2018-06-18 23:14:52:155
-0.8996,2.2991,10.076,-0.9022,2.2202,9.5127,0.0025,0.0789,0.5633,-0.0471,0.0458,0.0101,0.0,-4.2,32.7,-37.85,10.43,-13.0,5.26,3.1,960.17,60.299,43.50395,-96.731155,1384.19,1459.037402480204,,68.4,32.258064,359.8,19 / 20,844507,2018-06-18 23:14:52:655
-0.6583,1.9178,8.5956,-0.86,2.1762,9.5268,0.2016,-0.2584,-0.9312,0.0858,0.3414,-0.0248,0.0,-4.25,32.3,-38.4,10.61,-12.82,5.16,3.1,960.19,59.726,43.50395,-96.731155,1384.19,1459.037402480204,,68.4,32.258064,359.8,19 / 20,845007,2018-06-18 23:14:53:155
-1.0188,2.4507,9.8848,-0.8909,2.2495,9.5069,-0.1278,0.2012,0.378,0.0373,-8.0E-4,0.0027,0.0,-3.85,31.8,-39.5,10.8,-13.26,5.35,3.1,960.28,60.654,43.50411,-96.731155,1379.68,1459.037402480204,,67.5,29.032257,359.5,19 / 20,845507,2018-06-18 23:14:53:655
-1.0552,2.2607,9.7935,-0.9586,2.2908,9.4904,-0.0965,-0.0301,0.3031,0.0288,-0.0418,0.016,0.0,-3.85,30.7,-38.55,11.42,-13.5,5.77,3.1,960.46,58.756,43.50411,-96.731155,1379.68,1459.037402480204,,67.5,29.032257,359.5,19 / 20,846008,2018-06-18 23:14:54:156
-1.0692,2.3447,9.7831,-0.9884,2.2911,9.4873,-0.0808,0.0536,0.2958,0.0189,0.024,0.0048,0.0,-3.85,31.4,-38.85,11.59,-13.51,5.95,3.1,960.4,57.757,43.504276,-96.731155,1379.03,1459.037402480204,,67.5,32.258064,359.6,19 / 20,846507,2018-06-18 23:14:54:655
-0.9832,2.479,9.5569,-0.9374,2.3383,9.481,-0.0458,0.1407,0.0759,-0.0029,0.0897,-0.0027,0.0,-3.75,29.95,-39.1,11.54,-13.79,5.65,3.1,960.54,59.432,43.504276,-96.731155,1379.03,1459.037402480204,,67.5,32.258064,359.6,19 / 20,847007,2018-06-18 23:14:55:155
-1.1059,2.1509,9.5412,-0.9697,2.3531,9.4739,-0.0473,0.0166,0.1218,-0.0229,0.0487,0.004,0.0,-4.1,30.45,-38.45,11.64,-13.88,5.84,3.1,960.73,59.082,43.50445,-96.73116,1378.39,1459.037402480204,,67.5,32.258064,359.2,18 / 19,847506,2018-06-18 23:14:55:654
-1.0969,2.2215,9.6205,-0.9902,2.3245,9.4789,-0.1397,0.012,0.2795,0.0229,0.1427,0.0043,0.0,-3.55,30.4,-39.1,11.86,-13.71,5.96,3.1,960.64,58.787,43.50445,-96.73116,1378.39,1459.037402480204,,67.5,32.258064,359.2,18 / 19,848009,2018-06-18 23:14:56:157
-1.1858,2.1714,9.4075,-1.0403,2.3,9.4795,0.007,-0.0175,0.1018,-0.0828,0.1446,0.0083,0.0,-3.3,31.1,-38.0,10.38,-13.56,6.26,3.1,960.7,61.627,43.504627,-96.73117,1378.06,1459.037402480204,,68.4,32.258064,359.2,18 / 20,848507,2018-06-18 23:14:56:655
-0.7895,2.6808,9.629,-0.9962,2.3679,9.4677,0.1159,0.1476,0.4682,0.0871,0.1276,-0.0189,0.0,-3.4,31.7,-37.0,9.76,-13.97,6.01,3.1,960.79,61.475,43.504627,-96.73117,1378.06,1459.037402480204,,68.4,32.258064,359.2,18 / 20,849007,2018-06-18 23:14:57:155
-0.8733,2.6507,9.828,-0.9722,2.4529,9.4484,-0.0123,0.3037,0.4089,-0.1369,-0.1473,0.0162,0.0,-4.1,32.0,-37.55,11.04,-14.48,5.88,3.1,960.91,58.156,43.50479,-96.73117,1375.81,1459.037402480204,,68.4,32.258064,359.0,18 / 20,849509,2018-06-18 23:14:57:657
-1.0552,2.5464,10.4161,-1.0258,2.4503,9.4434,-0.1551,0.1223,0.6971,-0.0261,-0.0644,0.016,0.0,-4.45,31.5,-38.1,11.33,-14.46,6.2,3.1,960.75,60.576,43.50479,-96.73117,1375.81,1459.037402480204,,68.4,32.258064,359.0,18 / 20,850007,2018-06-18 23:14:58:155
-0.9673,2.2593,9.0479,-1.0206,2.3648,9.4657,0.0237,-0.2,-0.4503,0.0762,-0.0407,0.0146,0.0,-3.55,30.15,-36.45,11.76,-13.95,6.15,3.1,960.96,62.833,43.504948,-96.73117,1373.55,1459.037402480204,,68.4,32.258064,359.2,18 / 20,850507,2018-06-18 23:14:58:655
-1.2641,2.3916,10.0221,-1.0935,2.3745,9.4552,-0.0826,0.015,0.5923,-0.0442,-0.1321,0.0181,0.0,-3.3,30.2,-36.55,10.8,-14.01,6.6,3.1,960.99,60.686,43.504948,-96.73117,1373.55,1459.037402480204,,68.4,32.258064,359.2,18 / 20,851007,2018-06-18 23:14:59:155
-0.9917,2.3004,9.1081,-1.0761,2.4518,9.4374,0.0844,-0.1513,-0.3293,0.126,0.1534,-0.012,0.0,-3.05,30.8,-36.65,10.39,-14.47,6.51,3.1,961.1,59.748,43.505127,-96.73117,1373.87,1459.037402480204,,69.3,35.48387,358.7,18 / 20,851507,2018-06-18 23:14:59:655
-0.9083,2.5233,9.7289,-1.0507,2.5003,9.4275,0.1424,0.0231,0.3013,0.0636,0.0975,-0.0027,0.0,-2.75,29.75,-36.45,10.38,-14.77,6.36,3.1,961.16,60.496,43.505127,-96.73117,1373.87,1459.037402480204,,69.3,35.48387,358.7,18 / 20,852007,2018-06-18 23:15:00:155
-0.9549,2.5423,9.8468,-1.0273,2.5038,9.4292,0.0724,0.0385,0.4176,-0.0368,-0.0767,0.0128,0.0,-2.85,30.95,-36.8,10.09,-14.79,6.22,3.1,961.1,59.708,43.50533,-96.73116,1376.13,1459.037402480204,,72.0,38.709675,359.0,18 / 20,852507,2018-06-18 23:15:00:655
-1.0372,2.3778,9.7305,-1.0399,2.4669,9.4376,0.0027,-0.0891,0.2929,-0.0988,-0.1542,0.0248,0.0,-2.55,30.05,-36.75,10.43,-14.56,6.29,3.1,961.23,58.821,43.50533,-96.73116,1376.13,1459.037402480204,,72.0,38.709675,359.0,18 / 20,853007,2018-06-18 23:15:01:155
-1.1824,2.1398,9.4964,-1.0861,2.4765,9.4298,-0.0998,-0.1305,0.1552,0.0341,0.2091,8.0E-4,0.0,-2.9,30.45,-37.55,10.79,-14.62,6.57,3.1,961.16,59.797,43.505493,-96.73116,1372.9,1459.037402480204,,70.2,35.48387,0.5,18 / 20,853506,2018-06-18 23:15:01:654
-1.1505,2.5047,10.0015,-1.1072,2.4271,9.4403,0.0238,-0.1184,0.1786,0.1244,0.077,0.0043,0.0,-3.1,30.15,-37.95,10.94,-14.32,6.69,3.1,961.23,59.648,43.505493,-96.73116,1372.9,1459.037402480204,,70.2,35.48387,0.5,18 / 20,854007,2018-06-18 23:15:02:155
-1.252,2.397,9.6914,-1.1674,2.4244,9.4337,-0.0846,-0.0274,0.2578,-0.0423,-0.0708,0.021,0.0,-2.15,30.1,-37.7,9.85,-14.31,7.05,3.1,961.23,58.676,43.50566,-96.73116,1370.65,1459.037402480204,,70.2,32.258064,0.8,18 / 20,854507,2018-06-18 23:15:02:655
-1.4123,2.5751,9.7048,-1.1981,2.4812,9.415,-0.2142,0.0939,0.2898,0.0157,0.0562,0.0149,0.0,-1.65,29.6,-37.15,9.87,-14.65,7.25,3.1,961.2,58.53,43.50566,-96.73116,1370.65,1459.037402480204,,70.2,32.258064,0.8,18 / 20,855008,2018-06-18 23:15:03:156
-1.5623,2.6682,9.7708,-1.268,2.5537,9.3864,-0.2943,0.1145,0.3844,-0.0296,0.0445,0.0149,0.0,-1.3,29.6,-37.25,8.78,-15.09,7.69,3.1,961.26,59.457,43.505817,-96.73117,1367.1,1459.037402480204,,68.4,32.258064,0.1,18 / 20,855506,2018-06-18 23:15:03:654
-1.6027,2.6968,9.547,-1.3436,2.607,9.3612,-0.2591,0.0898,0.1858,0.0101,0.0937,0.0043,0.0,-2.0,28.6,-36.6,10.89,-15.41,8.17,3.1,961.2,59.566,43.505817,-96.73117,1367.1,1459.037402480204,,68.4,32.258064,0.1,18 / 20,856007,2018-06-18 23:15:04:155
-1.4137,2.8855,9.5575,-1.3773,2.721,9.3238,-0.0364,0.1645,0.2337,0.0993,-0.0751,0.0075,0.0,-1.8,29.45,-36.75,11.02,-16.1,8.4,3.1,961.37,58.585,43.505997,-96.731155,1367.74,1459.037402480204,,68.4,32.258064,359.8,18 / 20,856507,2018-06-18 23:15:04:655
-1.1553,3.1948,9.8854,-1.4349,2.7609,9.3035,0.2796,0.4339,0.582,0.0823,0.6429,-0.0557,0.0,-1.55,29.45,-36.6,11.32,-16.35,8.77,3.1,961.32,66.095,43.505997,-96.731155,1367.74,1459.037402480204,,68.4,32.258064,359.8,18 / 20,857014,2018-06-18 23:15:05:162
-1.3333,2.9336,9.6211,-1.3683,2.8384,9.2901,0.035,0.0952,0.331,0.0386,-0.1643,0.0277,0.0,-1.65,29.0,-36.75,10.9,-16.82,8.38,3.1,961.32,68.171,43.50618,-96.73115,1361.61,1459.037402480204,,69.3,32.258064,359.6,18 / 20,857507,2018-06-18 23:15:05:655
-1.5104,2.735,9.205,-1.4295,2.8206,9.2862,-0.0808,-0.0856,-0.0813,0.0445,-0.0977,0.0202,0.0,-2.5,28.7,-36.6,11.26,-16.71,8.75,3.1,961.35,60.4,43.50618,-96.73115,1361.61,1459.037402480204,,69.3,32.258064,359.6,18 / 20,858008,2018-06-18 23:15:06:156
-1.4427,2.7444,9.0394,-1.4104,2.8118,9.2919,-0.0323,-0.0674,-0.2525,-0.0405,-5.0E-4,0.0144,0.0,-1.85,28.75,-36.05,11.21,-16.77,8.86,3.1,961.37,60.77,43.50635,-96.731155,1358.06,1459.037402480204,,70.2,32.258064,359.6,19 / 20,858507,2018-06-18 23:15:06:655
-1.4955,2.9221,9.863,-1.4334,2.8297,9.2829,-0.0621,0.0924,0.58,0.0682,0.0477,0.0024,0.0,-2.4,29.05,-37.05,11.28,-16.77,8.78,3.1,961.23,60.484,43.50635,-96.731155,1358.06,1459.037402480204,,70.2,32.258064,359.6,19 / 20,859007,2018-06-18 23:15:07:155
-1.4777,2.8652,9.3511,-1.4408,2.8438,9.2776,-0.037,0.0214,0.0735,0.0511,0.1382,0.0011,0.0,-1.65,29.85,-36.65,11.03,-16.81,8.81,3.1,961.29,60.199,43.506523,-96.731155,1359.68,1459.037402480204,,70.2,32.258064,359.5,19 / 20,859507,2018-06-18 23:15:07:655
-1.5255,3.2086,10.4182,-1.4794,2.8948,9.2556,-0.0461,0.3137,1.1626,0.049,0.0594,0.0053,0.0,-0.35,25.3,-36.1,9.13,-16.85,8.79,3.1,961.32,60.049,43.506523,-96.731155,1359.68,1459.037402480204,,70.2,32.258064,359.5,19 / 20,860007,2018-06-18 23:15:08:155
-1.2189,3.1432,9.7816,-1.4089,2.8879,9.2687,0.1346,0.1952,0.051,-0.0951,-0.127,0.013,0.0,-0.25,24.8,-36.0,8.95,-17.12,8.64,3.1,961.3,59.295,43.506702,-96.73116,1356.13,1459.037402480204,,71.1,32.258064,359.4,19 / 20,860507,2018-06-18 23:15:08:655
-1.28,3.2346,9.8292,-1.3241,2.9713,9.2548,-0.0192,0.093,0.5354,-0.0495,-0.1028,8.0E-4,0.0,-0.05,24.5,-36.3,8.53,-17.58,8.29,3.1,961.25,59.559,43.506702,-96.73116,1356.13,1459.037402480204,,71.1,32.258064,359.4,19 / 20,861006,2018-06-18 23:15:09:154
-1.4337,3.1481,9.9967,-1.3086,2.9912,9.2506,0.0034,-0.087,0.3307,0.028,-0.0794,0.0117,0.0,-0.25,24.05,-35.3,8.34,-17.75,8.05,3.1,961.11,58.884,43.50688,-96.73116,1353.55,1459.037402480204,,71.1,32.258064,359.5,19 / 21,861507,2018-06-18 23:15:09:655
-1.4931,2.8911,9.7308,-1.3277,2.9138,9.2726,-0.0055,-0.1151,0.0525,-0.1033,-0.3081,0.0296,0.0,-1.45,27.3,-36.2,9.67,-17.58,8.34,3.1,961.23,61.56,43.50688,-96.73116,1353.55,1413.0728033289731,,71.1,32.258064,359.5,19 / 21,862007,2018-06-18 23:15:10:155
-1.5416,2.9387,9.3052,-1.3994,2.9216,9.2596,-0.0907,-0.0986,0.2124,0.0304,-0.0186,0.0157,0.0,-2.15,28.9,-37.35,11.04,-17.33,8.59,3.1,961.17,61.585,43.50706,-96.731155,1351.61,1413.0728033289731,,71.1,32.258064,0.3,20 / 21,862507,2018-06-18 23:15:10:655
-1.5026,2.9736,9.7211,-1.3355,2.9243,9.2681,0.0213,-0.0148,-0.0454,-0.0261,-0.0232,0.0176,0.0,-0.6,27.2,-36.0,9.56,-17.4,8.2,3.1,961.17,60.868,43.50706,-96.731155,1351.61,1413.0728033289731,,71.1,32.258064,0.3,20 / 21,863007,2018-06-18 23:15:11:155
-1.5996,2.811,9.6551,-1.4448,2.8604,9.2717,0.0313,0.0678,2.0238,0.0911,0.1119,-0.0096,0.0,-1.3,26.05,-34.95,10.05,-17.07,8.56,3.1,961.03,58.092,43.50724,-96.731155,1349.03,1413.0728033289731,,71.1,32.258064,0.2,20 / 21,863507,2018-06-18 23:15:11:655
-1.5135,2.9604,10.0726,-1.3987,2.8517,9.2814,0.0982,0.2615,0.3889,-0.0921,-0.1545,0.0245,0.0,-10.25,21.65,-36.9,26.24,-16.9,8.57,3.1,961.11,68.045,43.50724,-96.731155,1349.03,1413.0728033289731,,71.1,32.258064,0.2,20 / 21,864008,2018-06-18 23:15:12:156
-1.1956,2.7728,9.0201,-1.3589,2.7884,9.3066,-0.0769,-0.1991,-0.3172,0.0679,0.1667,-3.0E-4,0.0,-9.05,17.1,-43.95,28.52,-16.6,8.5,3.1,961.01,65.137,43.507416,-96.73115,1344.52,1413.0728033289731,,71.1,32.258064,0.2,20 / 21,864507,2018-06-18 23:15:12:655
-1.5063,2.7504,9.1988,-1.3433,2.811,9.3021,-0.0045,0.0046,0.1178,-0.0256,-0.2147,0.0453,0.0,4.2,19.7,-31.05,0.96,-16.65,8.22,3.1,961.04,63.415,43.507416,-96.73115,1344.52,1413.0728033289731,,71.1,32.258064,0.2,20 / 21,865008,2018-06-18 23:15:13:156
-1.6981,2.908,9.7248,-1.3577,2.7842,9.3081,-0.3404,0.1238,0.4167,-8.0E-4,0.1483,0.0011,0.0,2.8,30.75,-28.3,1.38,-16.5,7.96,3.1,961.04,63.858,43.5076,-96.73113,1342.26,1413.0728033289731,,71.1,32.258064,0.4,20 / 21,865507,2018-06-18 23:15:13:655
-1.5809,2.5778,9.0415,-1.3845,2.7932,9.3014,-0.1964,-0.2154,-0.2599,-0.0461,-0.1241,0.0277,0.0,1.1,19.3,-41.8,9.8,-16.54,8.47,3.1,961.07,60.399,43.5076,-96.73113,1342.26,1413.0728033289731,,71.1,32.258064,0.4,20 / 21,866006,2018-06-18 23:15:14:154
-1.3927,2.9857,9.9369,-1.3357,2.774,9.3142,-0.057,0.2117,0.6227,-0.1055,0.0314,0.0048,0.0,-4.0,19.2,-27.95,16.81,-16.36,7.93,3.1,961.1,59.183,43.507774,-96.73113,1338.71,1413.0728033289731,,70.2,32.258064,0.8,20 / 21,866506,2018-06-18 23:15:14:654
-1.2981,2.5252,8.4899,-1.2872,2.7201,9.337,-0.0109,-0.1949,-0.8471,-0.1172,-0.0533,0.0293,0.0,-10.85,23.3,-49.3,26.88,-16.37,8.21,3.1,960.94,59.59,43.507774,-96.73113,1338.71,1413.0728033289731,,70.2,32.258064,0.8,20 / 21,867007,2018-06-18 23:15:15:155
