ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.38,58.824,43.497753,-96.729126,1371.29,NaN,,60.3,32.258064,142.3,16 / 20,1873007,2018-06-18 23:32:01:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.44,57.283,43.49764,-96.729,1369.35,NaN,,60.3,32.258064,142.5,16 / 20,1873506,2018-06-18 23:32:01:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.38,57.254,43.49764,-96.729,1369.35,NaN,,60.3,32.258064,142.5,16 / 20,1874007,2018-06-18 23:32:02:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.45,57.191,43.497517,-96.728874,1372.58,NaN,,60.3,32.258064,142.7,16 / 20,1874507,2018-06-18 23:32:02:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.48,57.91,43.497517,-96.728874,1372.58,NaN,,60.3,32.258064,142.7,16 / 20,1875007,2018-06-18 23:32:03:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.45,58.564,43.497375,-96.72875,1372.9,NaN,,61.2,32.258064,143.3,16 / 20,1875507,2018-06-18 23:32:03:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.48,59.553,43.497375,-96.72875,1372.9,NaN,,61.2,32.258064,143.3,16 / 20,1876007,2018-06-18 23:32:04:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.24,57.884,43.497257,-96.728615,1372.58,NaN,,61.2,32.258064,142.9,16 / 20,1876507,2018-06-18 23:32:04:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.4,61.385,43.497257,-96.728615,1372.58,NaN,,61.2,32.258064,142.9,16 / 20,1877007,2018-06-18 23:32:05:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.46,60.484,43.497135,-96.728485,1370.97,NaN,,60.3,32.258064,143.1,16 / 20,1877508,2018-06-18 23:32:05:656
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.43,58.914,43.497135,-96.728485,1370.97,NaN,,60.3,32.258064,143.1,16 / 20,1878007,2018-06-18 23:32:06:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.34,59.039,43.497025,-96.72836,1371.94,NaN,,61.2,32.258064,142.9,16 / 20,1878507,2018-06-18 23:32:06:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.47,58.226,43.497025,-96.72836,1371.94,NaN,,61.2,32.258064,142.9,16 / 20,1879008,2018-06-18 23:32:07:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.44,58.981,43.496887,-96.72824,1369.68,NaN,,61.2,29.032257,143.8,16 / 20,1879507,2018-06-18 23:32:07:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.48,57.708,43.496887,-96.72824,1369.68,NaN,,61.2,29.032257,143.8,16 / 20,1880007,2018-06-18 23:32:08:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.45,59.61,43.49676,-96.72812,1370.97,NaN,,61.2,29.032257,145.9,16 / 20,1880508,2018-06-18 23:32:08:656
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.52,58.228,43.49676,-96.72812,1370.97,NaN,,61.2,29.032257,145.9,16 / 20,1881007,2018-06-18 23:32:09:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.43,58.535,43.496616,-96.72802,1373.55,NaN,,62.1,32.258064,148.5,16 / 20,1881507,2018-06-18 23:32:09:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.43,59.393,43.496616,-96.72802,1373.55,NaN,,62.1,32.258064,148.5,16 / 20,1882008,2018-06-18 23:32:10:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.56,57.817,43.49648,-96.72792,1370.97,NaN,,62.1,32.258064,152.2,16 / 20,1882507,2018-06-18 23:32:10:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.38,59.953,43.49648,-96.72792,1370.97,NaN,,62.1,32.258064,152.2,16 / 20,1883007,2018-06-18 23:32:11:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.44,60.47,43.496346,-96.72784,1370.97,NaN,,62.1,32.258064,156.3,16 / 20,1883507,2018-06-18 23:32:11:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.47,59.267,43.496346,-96.72784,1370.97,NaN,,62.1,32.258064,156.3,16 / 20,1884007,2018-06-18 23:32:12:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.54,58.46,43.496193,-96.72777,1371.61,NaN,,63.9,32.258064,159.1,16 / 20,1884507,2018-06-18 23:32:12:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.57,58.96,43.496193,-96.72777,1371.61,NaN,,63.9,32.258064,159.1,16 / 20,1885008,2018-06-18 23:32:13:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.48,57.28,43.496033,-96.72771,1372.9,NaN,,64.8,32.258064,162.6,15 / 19,1885507,2018-06-18 23:32:13:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.51,57.89,43.496033,-96.72771,1372.9,NaN,,64.8,32.258064,162.6,15 / 19,1886008,2018-06-18 23:32:14:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.61,57.198,43.49589,-96.72765,1373.23,NaN,,62.1,35.48387,164.0,16 / 20,1886506,2018-06-18 23:32:14:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.52,57.353,43.49589,-96.72765,1373.23,NaN,,62.1,35.48387,164.0,16 / 20,1887007,2018-06-18 23:32:15:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.55,56.169,43.495735,-96.7276,1373.87,NaN,,62.1,35.48387,165.5,16 / 20,1887507,2018-06-18 23:32:15:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.73,57.053,43.495735,-96.7276,1373.87,1517.895478028986,,62.1,35.48387,165.5,16 / 20,1888007,2018-06-18 23:32:16:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.57,55.418,43.49559,-96.727585,1374.52,1517.895478028986,,62.1,35.48387,171.5,16 / 20,1888515,2018-06-18 23:32:16:663
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.66,55.849,43.49559,-96.727585,1374.52,1517.895478028986,,62.1,35.48387,171.5,16 / 20,1889007,2018-06-18 23:32:17:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.74,55.676,43.49544,-96.72753,1374.52,1517.895478028986,,63.9,38.709675,167.9,15 / 19,1889506,2018-06-18 23:32:17:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.82,58.143,43.49544,-96.72753,1374.52,1517.895478028986,,63.9,38.709675,167.9,15 / 19,1890007,2018-06-18 23:32:18:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.85,57.409,43.495274,-96.72754,1373.87,1517.895478028986,,65.7,35.48387,174.6,15 / 20,1890507,2018-06-18 23:32:18:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.71,59.323,43.495274,-96.72754,1373.87,1517.895478028986,,65.7,35.48387,174.6,15 / 20,1891006,2018-06-18 23:32:19:154
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.85,59.984,43.495083,-96.727554,1373.23,1517.895478028986,,68.4,35.48387,178.3,15 / 20,1891507,2018-06-18 23:32:19:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.81,63.739,43.495083,-96.727554,1373.23,1517.895478028986,,68.4,35.48387,178.3,15 / 20,1892007,2018-06-18 23:32:20:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.85,57.644,43.49491,-96.72755,1373.23,1517.895478028986,,69.3,35.48387,178.6,15 / 20,1892506,2018-06-18 23:32:20:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,6.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.89,59.331,43.49491,-96.72755,1373.23,1517.895478028986,,69.3,35.48387,178.6,15 / 20,1893007,2018-06-18 23:32:21:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.88,57.344,43.494717,-96.72755,1376.45,1517.895478028986,,71.1,32.258064,179.0,15 / 20,1893506,2018-06-18 23:32:21:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.93,55.955,43.494717,-96.72755,1376.45,1517.895478028986,,71.1,32.258064,179.0,15 / 20,1894007,2018-06-18 23:32:22:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.02,57.465,43.49453,-96.727554,1376.77,1517.895478028986,,72.0,32.258064,179.7,15 / 20,1894510,2018-06-18 23:32:22:658
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.99,56.189,43.49453,-96.727554,1376.77,1517.895478028986,,72.0,32.258064,179.7,15 / 20,1895009,2018-06-18 23:32:23:157
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.0,58.257,43.494347,-96.72758,1375.16,1517.895478028986,,72.0,32.258064,180.0,15 / 20,1895508,2018-06-18 23:32:23:656
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,957.97,56.701,43.494347,-96.72758,1375.16,1517.895478028986,,72.0,32.258064,180.0,15 / 20,1896008,2018-06-18 23:32:24:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.04,56.969,43.494164,-96.72758,1372.9,1517.895478028986,,71.1,32.258064,180.2,17 / 20,1896507,2018-06-18 23:32:24:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.1,56.651,43.494164,-96.72758,1372.9,1517.895478028986,,71.1,32.258064,180.2,17 / 20,1897006,2018-06-18 23:32:25:154
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.04,55.908,43.49399,-96.72757,1370.32,1517.895478028986,,70.2,32.258064,180.5,17 / 20,1897506,2018-06-18 23:32:25:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.11,55.274,43.49399,-96.72757,1370.32,1517.895478028986,,70.2,32.258064,180.5,17 / 20,1898007,2018-06-18 23:32:26:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.06,57.965,43.493824,-96.72756,1371.61,1517.895478028986,,69.3,32.258064,180.2,17 / 20,1898507,2018-06-18 23:32:26:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.15,56.196,43.493824,-96.72756,1371.61,1517.895478028986,,69.3,32.258064,180.2,17 / 20,1899007,2018-06-18 23:32:27:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.04,58.938,43.49365,-96.72756,1368.06,1517.895478028986,,70.2,32.258064,180.1,17 / 20,1899507,2018-06-18 23:32:27:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.17,56.617,43.49365,-96.72756,1368.06,1517.895478028986,,70.2,32.258064,180.1,17 / 20,1900007,2018-06-18 23:32:28:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.17,55.816,43.493473,-96.72757,1365.81,1517.895478028986,,69.3,32.258064,179.9,16 / 20,1900507,2018-06-18 23:32:28:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.33,58.346,43.493473,-96.72757,1365.81,1517.895478028986,,69.3,32.258064,179.9,16 / 20,1901008,2018-06-18 23:32:29:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.34,57.366,43.49331,-96.72757,1363.87,1517.895478028986,,69.3,32.258064,180.0,16 / 20,1901507,2018-06-18 23:32:29:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.28,57.255,43.49331,-96.72757,1363.87,1517.895478028986,,69.3,32.258064,180.0,16 / 20,1902007,2018-06-18 23:32:30:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,958.35,58.772,43.49313,-96.72757,1364.19,1517.895478028986,,70.2,32.258064,179.7,16 / 20,1902507,2018-06-18 23:32:30:655
