ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.165256,8.837622,-4.436175,0.122239,0.064182,-0.043143,0.0,-19.7,-40.5,6.2,961.27,44.39498,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,40811,2018-06-19 22:50:23:465
-0.18277,8.780142,-4.465663,0.021572,-0.004527,0.011984,0.0,-19.6,-40.2,6.45,961.27,44.39498,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,40909,2018-06-19 22:50:23:563
-0.186812,8.767718,-4.472998,0.052198,-0.003995,0.003462,0.0,-19.75,-40.25,6.6,961.27,44.39498,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,41009,2018-06-19 22:50:23:663
-0.1684,8.759634,-4.518803,0.023968,0.042078,0.046872,0.0,-19.7,-40.25,6.75,961.18,44.39498,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,41109,2018-06-19 22:50:23:763
-0.124092,8.73329,-4.478088,-0.016778,-0.012517,-0.07084,0.0,-19.25,-40.3,6.75,961.21,45.49077,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,41210,2018-06-19 22:50:23:864
-0.153132,8.715028,-4.475393,-0.091879,-0.031425,-0.002131,0.0,-19.2,-40.4,6.85,961.15,45.49077,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,41310,2018-06-19 22:50:23:964
-0.164508,8.82415,-4.456981,-0.151001,-0.09614,-5.33E-4,0.0,-19.05,-40.4,6.9,961.21,45.49077,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,41409,2018-06-19 22:50:24:063
-0.206271,8.89181,-4.13545,-0.386158,-0.123837,0.047404,0.0,-18.95,-40.8,6.75,961.18,47.65648,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,41509,2018-06-19 22:50:24:163
-0.151335,9.049582,-3.879782,-0.386691,-0.122505,-0.002929,5.0,-18.95,-40.7,6.45,961.21,47.65648,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,41609,2018-06-19 22:50:24:263
-0.287253,9.217832,-3.347938,-0.408795,0.013582,-0.011185,5.0,-18.75,-40.85,5.7,961.27,47.65648,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,41710,2018-06-19 22:50:24:364
-0.320783,9.299262,-3.055745,-0.456998,-0.006924,0.0,5.0,-18.65,-40.75,5.2,961.24,47.65648,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,41810,2018-06-19 22:50:24:464
-0.292941,9.36752,-2.800377,-0.494815,-0.056193,0.004794,5.0,-18.6,-40.8,4.5,961.27,47.65648,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,41910,2018-06-19 22:50:24:564
-0.228126,9.644296,-2.205663,-0.540089,-0.127832,-0.005859,5.0,-19.0,-40.8,2.6,961.21,46.25543,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,42010,2018-06-19 22:50:24:664
-0.21151,9.769434,-1.684148,-0.267648,-0.03329,-0.03542,7.0,-18.9,-40.8,1.35,961.21,46.25543,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,42110,2018-06-19 22:50:24:764
-0.270937,9.760154,-1.360221,-0.353934,-0.059122,-0.036219,8.0,-19.05,-40.3,-0.75,961.15,46.25543,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,42210,2018-06-19 22:50:24:864
-0.37512,9.90131,-0.980311,-0.416518,-0.070574,-0.003995,8.0,-19.15,-40.3,-2.0,961.21,45.73691,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,42309,2018-06-19 22:50:24:963
-0.34608,9.896072,-0.454904,-0.556334,0.04554,0.009321,8.0,-19.1,-40.3,-4.25,961.21,45.73691,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,42410,2018-06-19 22:50:25:064
-0.320184,9.868978,-0.151036,-0.486826,-0.101466,0.010386,8.0,-18.95,-40.05,-5.45,961.34,45.73691,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,42510,2018-06-19 22:50:25:164
-0.391436,10.010584,0.664468,-0.405333,-0.099869,0.039148,9.0,-18.8,-39.5,-7.8,961.27,46.09159,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,42610,2018-06-19 22:50:25:264
-0.349373,9.968072,0.856818,-0.526241,-0.203199,0.167779,10.0,-18.7,-39.75,-8.95,961.21,46.09159,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,42709,2018-06-19 22:50:25:363
-0.211959,9.963282,1.291065,-0.425573,-0.183492,0.010919,10.0,-18.9,-39.55,-10.25,961.07,46.09159,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,42810,2018-06-19 22:50:25:464
-0.18292,9.710906,1.854194,-0.437824,-0.053263,0.006125,11.0,-19.4,-38.5,-12.5,961.24,46.09159,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,42909,2018-06-19 22:50:25:563
-0.180974,9.652828,2.196982,-0.452205,-0.072438,-0.082558,11.0,-19.7,-37.9,-13.75,961.21,46.09159,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,43010,2018-06-19 22:50:25:664
-0.158371,9.537118,2.828817,-0.463124,0.053263,-0.041545,12.0,-20.45,-36.65,-16.2,961.21,46.10301,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,43110,2018-06-19 22:50:25:764
-0.230371,9.5458,3.168461,-0.56965,0.054595,-0.028762,13.0,-20.7,-36.15,-17.1,961.21,46.10301,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,43209,2018-06-19 22:50:25:863
-0.286055,9.24732,3.80853,-0.450607,0.045806,0.032224,13.0,-20.75,-34.45,-18.95,961.28,46.10301,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,43309,2018-06-19 22:50:25:963
-0.341889,9.030572,4.08291,-0.568585,0.072438,0.016512,15.0,-20.7,-33.85,-20.0,961.31,45.91869,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,43412,2018-06-19 22:50:26:066
-0.419577,8.836126,4.518953,-0.607201,0.213852,-0.028762,18.0,-20.6,-33.4,-21.0,961.24,45.91869,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,43511,2018-06-19 22:50:26:165
-0.427661,8.523874,5.329966,-0.749147,-0.093743,0.044208,32.0,-19.95,-31.55,-23.1,961.28,45.91869,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,43610,2018-06-19 22:50:26:264
-0.294438,8.291857,5.481003,-0.404002,-0.169643,0.099869,146.0,-19.95,-30.55,-23.8,961.28,45.91869,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,43709,2018-06-19 22:50:26:363
-0.188009,7.921976,6.048023,-0.414654,-0.119842,0.042078,163.0,-19.85,-28.3,-26.1,961.22,46.66378,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,43810,2018-06-19 22:50:26:464
-0.152233,7.813003,6.457572,-0.485228,-0.097738,0.049268,124.0,-20.0,-27.2,-27.05,961.22,46.66378,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,43910,2018-06-19 22:50:26:564
-0.06272,7.231313,6.761589,-0.51692,0.30866,0.043942,107.0,-20.1,-24.55,-28.95,961.22,46.66378,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,44011,2018-06-19 22:50:26:665
-0.239502,7.063512,7.19389,-0.653007,0.258593,0.057524,88.0,-20.45,-23.55,-29.95,961.19,45.49387,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,44109,2018-06-19 22:50:26:763
-0.34623,6.663094,7.523505,-0.661263,-0.015979,0.017044,88.0,-20.75,-22.25,-30.9,961.28,45.49387,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,44209,2018-06-19 22:50:26:863
-0.276026,5.875432,7.928413,-0.6333,0.078563,-2.66E-4,91.0,-20.6,-19.55,-32.6,961.16,45.49387,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,44310,2018-06-19 22:50:26:964
-0.390688,5.589976,8.305928,-0.526773,-0.04048,0.028762,82.0,-20.45,-18.3,-33.55,961.22,45.49387,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,44410,2018-06-19 22:50:27:064
-0.275427,4.954547,8.740474,-0.62531,-0.100667,0.070574,83.0,-19.95,-15.35,-35.25,961.19,54.51988,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,44509,2018-06-19 22:50:27:163
-0.195943,4.421057,9.001682,-0.419714,-0.173904,0.063383,82.0,-20.0,-13.55,-35.95,961.19,54.51988,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,44610,2018-06-19 22:50:27:264
-0.223934,3.730692,9.491912,-0.666589,-0.169643,-0.035686,84.0,-19.5,-10.35,-36.9,961.25,54.51988,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,44709,2018-06-19 22:50:27:363
-0.071102,3.384013,9.499846,-0.528371,-0.05353,0.040746,80.0,-19.8,-8.5,-37.0,961.25,54.51988,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,44810,2018-06-19 22:50:27:464
-0.043859,2.948718,9.703572,-0.978179,0.390686,0.076433,66.0,-19.75,-6.6,-37.3,961.28,55.52271,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,44909,2018-06-19 22:50:27:563
-0.328417,1.830094,9.626184,-0.553937,0.057258,0.19228,54.0,-19.85,-3.0,-37.9,961.25,55.52271,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,45010,2018-06-19 22:50:27:664
-0.411345,1.427581,9.792486,-0.488157,0.04048,0.193079,52.0,-19.75,-1.25,-38.4,961.22,55.52271,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,45110,2018-06-19 22:50:27:764
-0.392783,0.822839,9.832154,-0.393882,0.073237,0.16991,50.0,-19.35,2.15,-38.8,961.19,55.52271,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,45209,2018-06-19 22:50:27:863
-0.372276,0.486937,9.875564,-0.449542,0.065514,0.177899,49.0,-19.0,4.05,-39.1,961.22,62.06645,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,45310,2018-06-19 22:50:27:964
-0.502804,-0.125589,9.970018,-0.344347,-0.16991,0.068976,50.0,-17.7,6.5,-39.85,961.19,62.06645,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,45410,2018-06-19 22:50:28:064
-0.560884,-0.446821,9.916878,-0.41279,-0.17204,-0.063916,43.0,-17.4,7.95,-39.7,961.09,62.06645,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,45509,2018-06-19 22:50:28:163
-0.314945,-0.555345,9.763148,-0.486027,-0.214118,0.019707,42.0,-17.3,9.1,-39.4,961.09,55.8832,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,45609,2018-06-19 22:50:28:263
-0.118404,-1.489852,9.869428,-0.613592,-0.131826,0.085754,34.0,-17.35,11.8,-38.45,961.19,55.8832,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,45710,2018-06-19 22:50:28:364
-0.140258,-1.879492,9.827814,-0.783768,-0.11931,0.076433,32.0,-17.35,13.0,-38.2,961.09,55.8832,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,45809,2018-06-19 22:50:28:463
0.396076,-2.527195,9.45928,-0.709732,-0.053796,-0.116114,36.0,-17.5,15.85,-37.0,961.15,55.8832,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,45910,2018-06-19 22:50:28:564
0.364492,-3.010989,9.306598,-0.382963,-0.019441,0.140615,41.0,-18.15,17.65,-36.1,961.22,48.06681,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,46009,2018-06-19 22:50:28:663
0.277523,-3.47173,9.1135,-0.304932,0.111054,0.044741,47.0,-18.65,20.7,-34.65,961.19,48.06681,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,46110,2018-06-19 22:50:28:764
0.340392,-3.758983,9.130264,-0.586961,0.031425,0.070574,49.0,-18.7,22.0,-33.8,961.09,48.06681,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,46210,2018-06-19 22:50:28:864
0.253722,-4.114344,8.971294,-0.588292,-0.049801,0.133158,61.0,-18.65,23.15,-32.95,961.16,48.06681,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,46309,2018-06-19 22:50:28:963
0.070054,-4.84707,8.643326,-0.523844,0.09907,0.040214,62.0,-18.85,25.7,-31.35,961.19,46.65677,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,46410,2018-06-19 22:50:29:064
0.050595,-5.049749,8.534204,-0.638093,0.188285,0.157127,68.0,-18.55,26.75,-30.5,961.15,46.65677,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,46509,2018-06-19 22:50:29:163
-0.351918,-5.70808,8.023316,-0.536361,0.063916,0.039415,68.0,-17.5,28.5,-29.0,961.25,46.65677,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,46610,2018-06-19 22:50:29:264
-0.335901,-6.062543,7.766899,-0.666323,-0.139816,-0.191748,139.0,-17.2,29.5,-28.15,961.25,46.65677,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,46710,2018-06-19 22:50:29:364
-0.138911,-6.591692,7.287745,-0.490554,0.016512,0.141414,69.0,-16.6,32.1,-26.4,961.19,47.62573,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,46809,2018-06-19 22:50:29:463
-0.302521,-7.094646,7.019354,-0.417051,0.031425,0.143012,66.0,-16.5,33.35,-25.15,961.09,47.62573,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,46909,2018-06-19 22:50:29:563
-0.437241,-7.266639,6.876401,-0.285757,-0.023169,0.087618,65.0,-16.35,34.5,-23.9,961.31,47.62573,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,47010,2018-06-19 22:50:29:664
-0.455054,-7.274123,6.51595,-0.18216,-0.014381,0.097205,67.0,-16.2,36.75,-21.65,961.25,48.32694,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,47110,2018-06-19 22:50:29:764
-0.482297,-7.500303,6.372848,-0.330232,0.087085,0.092944,64.0,-16.35,37.4,-20.7,961.22,48.32694,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,47209,2018-06-19 22:50:29:863
-0.575852,-7.799231,5.941445,-0.577373,0.081759,-0.061519,64.0,-16.15,39.05,-18.75,961.28,48.32694,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,47309,2018-06-19 22:50:29:963
-0.531245,-7.934251,5.799241,-0.457797,0.080427,-0.015979,123.0,-16.0,39.5,-17.8,961.16,48.32694,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,47409,2018-06-19 22:50:30:063
-0.459245,-8.248896,5.419929,-0.204797,-0.092678,-0.064448,60.0,-15.75,40.15,-16.45,961.22,49.24254,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,47510,2018-06-19 22:50:30:164
-0.381856,-8.192014,5.310507,-0.322509,0.047404,0.078563,121.0,-15.85,40.35,-15.75,961.16,49.24254,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,47610,2018-06-19 22:50:30:264
-0.411494,-8.407566,5.083579,-0.386158,0.051133,0.0506,116.0,-15.8,40.6,-13.65,961.22,49.24254,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,47711,2018-06-19 22:50:30:365
-0.400118,-8.714578,4.68391,-0.208792,-0.079629,0.027431,113.0,-15.7,41.35,-12.9,961.28,49.24254,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,47810,2018-06-19 22:50:30:464
-0.391436,-8.600514,4.63077,-0.386957,0.079096,0.058323,111.0,-15.6,41.7,-11.9,961.25,49.11734,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,47909,2018-06-19 22:50:30:563
-0.600701,-9.164542,3.99624,-0.286556,-0.046339,0.008256,109.0,-15.45,42.15,-9.95,961.22,49.11734,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,48010,2018-06-19 22:50:30:664
-0.611628,-9.120084,3.813919,-0.261789,0.034887,0.11638,106.0,-15.6,42.55,-8.8,961.25,49.11734,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,48110,2018-06-19 22:50:30:764
-0.650248,-9.240734,3.493585,-0.237554,-0.010386,0.015979,104.0,-15.2,43.15,-7.3,961.16,48.24214,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,48210,2018-06-19 22:50:30:864
-0.566721,-9.224118,3.432213,-0.377636,0.134223,0.02317,101.0,-15.0,43.35,-6.8,961.25,48.24214,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,48309,2018-06-19 22:50:30:963
-0.630489,-9.264534,3.244803,-0.381098,0.03036,-0.015979,99.0,-15.0,43.5,-5.95,961.22,48.24214,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,48411,2018-06-19 22:50:31:065
-0.510439,-9.248368,2.80367,-0.558997,-0.067911,0.006658,93.0,-15.2,43.7,-4.35,961.19,48.24214,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,48510,2018-06-19 22:50:31:164
-0.57241,-9.500442,2.265988,-0.547013,0.003196,0.07377,89.0,-15.25,43.8,-3.3,961.19,48.71823,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,48609,2018-06-19 22:50:31:263
-0.709524,-9.690398,1.502875,-0.530235,-0.001332,-0.103064,83.0,-15.15,43.95,-1.35,961.25,48.71823,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,48709,2018-06-19 22:50:31:363
-0.575104,-9.857152,1.052761,-0.61013,0.105727,-0.036219,79.0,-15.1,44.0,-0.05,961.28,48.71823,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,48810,2018-06-19 22:50:31:464
-0.53379,-9.70372,0.388742,-0.518251,0.043676,-0.014647,32.0,-15.3,43.9,3.25,961.22,48.71823,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,48910,2018-06-19 22:50:31:564
-0.538131,-9.71839,0.112416,-0.329167,-0.141414,0.074302,28.0,-15.25,43.7,5.1,961.31,50.9516,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,49010,2018-06-19 22:50:31:664
-0.522563,-9.830208,-0.350571,-0.566987,0.148338,0.142479,21.0,-15.25,43.7,6.8,961.16,50.9516,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,49110,2018-06-19 22:50:31:764
-0.746049,-9.812844,-1.303789,-0.79016,0.494016,-0.007457,15.0,-15.05,43.15,9.95,961.22,50.9516,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,49210,2018-06-19 22:50:31:864
-0.683928,-9.633368,-1.572779,-0.512925,0.021305,-0.18722,7.0,-15.3,42.65,11.7,961.22,50.9516,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,49314,2018-06-19 22:50:31:968
-0.600701,-9.488468,-2.215393,-0.18722,-0.068177,0.008256,6.0,-15.45,41.8,14.7,961.28,49.13451,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,49409,2018-06-19 22:50:32:063
-0.487536,-9.480086,-2.223327,-0.299073,-0.100401,0.062318,6.0,-15.35,41.25,15.9,961.19,49.13451,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,49509,2018-06-19 22:50:32:163
-0.616119,-9.404942,-2.816393,-0.430633,-0.06871,0.022104,6.0,-15.4,39.85,18.2,961.28,49.13451,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,49609,2018-06-19 22:50:32:263
-0.59127,-9.29043,-2.963537,-0.406132,0.007191,0.055394,6.0,-15.6,39.35,19.25,961.22,49.47501,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,49710,2018-06-19 22:50:32:364
-0.65414,-9.26603,-3.407963,-0.328368,0.006924,0.041013,6.0,-15.95,38.6,20.25,961.16,49.47501,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,49810,2018-06-19 22:50:32:464
-0.790805,-9.029972,-3.709736,-0.319846,-0.092678,-0.010919,6.0,-16.0,38.5,22.85,961.28,49.47501,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,49909,2018-06-19 22:50:32:563
-0.703986,-8.859028,-3.869753,-0.375772,-0.04341,0.027963,7.0,-15.9,37.95,23.95,961.19,49.47501,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,50010,2018-06-19 22:50:32:664
-0.696352,-8.658744,-4.264931,-0.393349,0.052198,0.02024,6.0,-15.9,36.4,25.6,961.22,48.24037,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,50110,2018-06-19 22:50:32:764
-0.70698,-8.60755,-4.562362,-0.379234,0.189617,-0.003728,6.0,-15.9,36.0,26.6,961.22,48.24037,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,50210,2018-06-19 22:50:32:864
-0.646655,-8.449928,-4.960834,-0.123571,0.059921,0.035686,6.0,-16.0,35.0,28.6,961.19,48.24037,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,50312,2018-06-19 22:50:32:966
-0.583786,-8.435408,-5.225034,-0.078031,-0.012251,0.042078,6.0,-15.95,33.95,29.25,961.28,48.24037,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,50410,2018-06-19 22:50:33:064
-0.680036,-8.311017,-4.98673,-0.144343,-0.062584,-0.029561,5.0,-15.95,32.9,29.3,961.1,49.10828,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,50510,2018-06-19 22:50:33:164
-0.657133,-8.183182,-5.098248,-0.193079,-0.054062,0.046605,5.0,-16.05,31.6,29.85,961.19,49.10828,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,50610,2018-06-19 22:50:33:264
-0.717907,-8.111931,-5.363347,-0.255131,-0.129163,0.07084,6.0,-16.2,31.25,30.45,961.19,49.10828,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,50709,2018-06-19 22:50:33:363
-0.787512,-7.930359,-5.462291,-0.19521,-0.047671,0.031159,6.0,-16.3,30.1,30.95,961.07,49.19177,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,50809,2018-06-19 22:50:33:463
-0.810265,-7.924221,-5.777984,-0.254865,0.169111,0.015713,6.0,-16.15,29.55,31.3,961.19,49.19177,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,50910,2018-06-19 22:50:33:564
-0.861159,-7.779622,-6.004314,-0.003196,0.067911,-0.019175,6.0,-16.05,28.25,31.8,961.07,49.19177,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,51010,2018-06-19 22:50:33:664
-0.793949,-7.62185,-5.731581,-0.166448,-0.06072,0.026365,6.0,-16.35,28.05,32.35,961.19,49.19177,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,51109,2018-06-19 22:50:33:763
-0.854723,-7.599846,-5.910459,-0.15473,-0.030626,-0.022371,6.0,-16.25,27.7,32.85,961.22,48.59323,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,51210,2018-06-19 22:50:33:864
-0.839305,-7.586673,-6.210285,-0.044475,-0.036485,0.015713,5.0,-16.05,26.65,33.35,961.22,48.59323,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,51310,2018-06-19 22:50:33:964
-0.856669,-7.476652,-6.089337,-0.104929,-0.061253,0.017311,5.0,-15.75,25.8,33.4,961.22,48.59323,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,51410,2018-06-19 22:50:34:064
-0.864602,-7.431895,-6.156547,-0.108657,-0.092944,0.029827,5.0,-15.65,25.25,33.7,961.16,48.59323,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,51510,2018-06-19 22:50:34:164
-0.902324,-7.401508,-6.300099,-0.10413,-0.011185,0.032491,5.0,-15.6,25.15,33.95,961.25,47.87351,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,51609,2018-06-19 22:50:34:263
-0.877326,-7.360643,-6.336622,-0.019175,0.012251,0.026632,5.0,-15.5,24.05,33.9,961.22,47.87351,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,51709,2018-06-19 22:50:34:363
-0.929717,-7.301516,-6.330036,-0.062318,-0.024235,0.049535,5.0,-15.55,24.2,34.45,961.22,47.87351,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,51809,2018-06-19 22:50:34:463
-0.956212,-7.253466,-6.349795,-0.073503,0.11132,0.039681,5.0,-15.55,24.2,34.45,961.28,49.23386,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,51910,2018-06-19 22:50:34:564
-0.933159,-7.337292,-6.575376,0.113983,0.174703,-0.066845,5.0,-15.6,24.0,34.65,961.22,49.23386,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,52010,2018-06-19 22:50:34:664
-0.749042,-7.342381,-6.414161,0.092412,-0.025833,0.011452,6.0,-15.65,23.8,34.75,961.28,49.23386,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,52109,2018-06-19 22:50:34:763
-0.743204,-7.531438,-6.327192,0.291882,0.070307,0.011185,6.0,-15.75,24.15,34.75,961.26,49.23386,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,52210,2018-06-19 22:50:34:864
-0.763263,-7.835306,-6.420598,0.717722,0.055926,-0.064981,6.0,-15.9,24.2,34.7,961.28,49.25591,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,52310,2018-06-19 22:50:34:964
-0.563728,-7.831115,-5.654341,0.508664,-0.103064,0.005326,6.0,-16.25,24.4,34.05,961.26,49.25591,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,52409,2018-06-19 22:50:35:063
-0.677641,-8.253835,-5.300477,0.564324,0.019707,0.009321,5.0,-16.4,25.5,33.3,961.26,49.25591,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,52510,2018-06-19 22:50:35:164
-0.746049,-8.43391,-4.908143,0.698015,0.145941,0.005859,6.0,-16.55,26.25,32.65,961.19,49.25591,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,52610,2018-06-19 22:50:35:264
-0.655337,-8.93028,-3.949387,0.975516,-0.118511,0.07084,6.0,-16.85,28.6,30.9,961.26,49.76142,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,52710,2018-06-19 22:50:35:364
